dengue	1.0
dengue fever	0.98989898989899
peripheral vascular	0.9797979797979798
infection	0.9696969696969697
organs	0.9595959595959596
lymph node	0.9494949494949495
severe dengue	0.9393939393939394
liver	0.9292929292929293
disease stages	0.9191919191919192
syndrome	0.9090909090909091
infections	0.898989898989899
dengue shock	0.8888888888888888
fever	0.8787878787878788
ns3	0.8686868686868687
capillaries	0.8585858585858586
face	0.8484848484848485
blood supply	0.8383838383838383
acute infection	0.8282828282828283
rash	0.8181818181818182
target	0.8080808080808081
dengue hemorrhagic	0.797979797979798
ns5	0.7878787878787878
viral disease	0.7777777777777778
disorder	0.7676767676767676
disorder blood	0.7575757575757576
primary infection	0.7474747474747475
ns1	0.7373737373737373
ultrasound	0.7272727272727273
body mass	0.7171717171717171
neutralizing antibodies	0.7070707070707071
diabetes	0.696969696969697
index	0.6868686868686869
bone marrow	0.6767676767676768
influenza	0.6666666666666666
discomfort	0.6565656565656566
procedures	0.6464646464646465
nose	0.6363636363636364
condition	0.6262626262626263
malaria	0.6161616161616161
fatigue	0.6060606060606061
head ache	0.5959595959595959
hemorrhagic fever	0.5858585858585859
stroma of	0.5757575757575758
invasive medical	0.5656565656565656
mucous membrane	0.5555555555555556
of mouth	0.5454545454545454
vomiting	0.5353535353535354
heart	0.5252525252525253
brain	0.5151515151515151
blood vessels	0.5050505050505051
viral infection	0.494949494949495
yellow fever	0.48484848484848486
secondary disease	0.47474747474747475
wall of	0.46464646464646464
vasculitides	0.45454545454545453
blood vessel	0.4444444444444444
joint pains	0.43434343434343436
measles	0.42424242424242425
arterial puncture	0.41414141414141414
eyes	0.40404040404040403
ious	0.3939393939393939
viral haemorrhagic	0.3838383838383838
the brain	0.37373737373737376
itching	0.36363636363636365
neglected diseases	0.35353535353535354
asthma	0.3434343434343434
chikungunya	0.3333333333333333
encephalitis	0.32323232323232326
gastroenteritis	0.31313131313131315
fever rash	0.30303030303030304
hypoalbuminaemia	0.29292929292929293
nausea	0.2828282828282828
flu like	0.2727272727272727
cm2	0.26262626262626265
common cold	0.25252525252525254
organ	0.24242424242424243
organ malfunction	0.23232323232323232
myelitis  transverse	0.2222222222222222
meningococcal disease	0.21212121212121213
neurological disorders	0.20202020202020202
excess fluid	0.1919191919191919
ascites	0.18181818181818182
lanugo	0.1717171717171717
pleural	0.16161616161616163
virus	0.15151515151515152
weak	0.1414141414141414
viral systemic	0.13131313131313133
virus nos	0.12121212121212122
typhoid fever	0.1111111111111111
dehydrogenase deficiency	0.10101010101010101
seizures	0.09090909090909091
secondary infection	0.08080808080808081
diarrhea	0.0707070707070707
generalized pain	0.06060606060606061
inflammation of	0.050505050505050504
west nile	0.04040404040404041
leptospirosis	0.030303030303030304
blanch	0.020202020202020204
severe pain	0.010101010101010102
