shortness of	1.0
breath	0.9943820224719101
heart	0.9887640449438202
atria	0.9831460674157303
stroke	0.9775280898876404
ventricular	0.9719101123595506
av node	0.9662921348314607
hyperthyroidism	0.9606741573033708
lung	0.9550561797752809
atrial	0.949438202247191
ecg nos	0.9438202247191011
left atrium	0.9382022471910112
mitral valve	0.9325842696629213
paroxysmal af	0.9269662921348315
heart failure	0.9213483146067416
structural heart	0.9157303370786517
node	0.9101123595505618
sinus node	0.9044943820224719
response	0.898876404494382
hearts	0.8932584269662921
atrioventricular node	0.8876404494382022
left atrial	0.8820224719101124
rheumatic fever	0.8764044943820225
fibrillation	0.8707865168539326
hypertension	0.8651685393258427
syndrome	0.8595505617977528
damage	0.8539325842696629
kidney	0.848314606741573
atrium	0.8426966292134831
atrio ventricular	0.8370786516853933
lower chamber	0.8314606741573034
pain	0.8258426966292135
electrophysiology	0.8202247191011236
pulmonary veins	0.8146067415730337
cardiac	0.8089887640449438
pulmonary	0.8033707865168539
right atria	0.797752808988764
lungs	0.7921348314606742
left pulmonary	0.7865168539325843
pneumonia	0.7808988764044944
transthoracic echocardiography	0.7752808988764045
right atrial	0.7696629213483146
conduction system	0.7640449438202247
acc	0.7584269662921348
ventricles	0.7528089887640449
right atrium	0.7471910112359551
mitral annulus	0.7415730337078652
blood pressure	0.7359550561797753
pericardial effusion	0.7303370786516854
high	0.7247191011235955
valvular heart	0.7191011235955056
screening	0.7134831460674157
pericarditis	0.7078651685393258
sinoatrial node	0.702247191011236
appendage	0.6966292134831461
primary condition	0.6910112359550562
mitral stenosis	0.6853932584269663
vessels	0.6797752808988764
echocardiography	0.6741573033707865
coronary artery	0.6685393258426966
ischaemic stroke	0.6629213483146067
dizziness	0.6573033707865169
mitral regurgitation	0.651685393258427
exercise stress	0.6460674157303371
congenital heart	0.6404494382022472
sa node	0.6348314606741573
electrocardiogram	0.6292134831460674
testing	0.6235955056179775
of heart	0.6179775280898876
cardiovascular disease	0.6123595505617978
veins	0.6067415730337079
left ventricle	0.601123595505618
tia	0.5955056179775281
hypertrophic cardiomyopathy	0.5898876404494382
monitoring  holter	0.5842696629213483
new diagnosis	0.5786516853932584
thyroid gland	0.5730337078651685
sarcoidosis	0.5674157303370787
transient ischemic	0.5617977528089888
holter monitor	0.5561797752808989
discomfort	0.550561797752809
little nos	0.5449438202247191
ray	0.5393258426966292
chest x	0.5337078651685393
end organ	0.5280898876404494
failure	0.5224719101123596
congestive heart	0.5168539325842697
rapid ventricular	0.5112359550561798
chest pain	0.5056179775280899
acute disease	0.5
ischemic stroke	0.4943820224719101
sphincter	0.4887640449438202
oscillometries	0.48314606741573035
dehydration	0.47752808988764045
heart exam	0.47191011235955055
swelling	0.46629213483146065
lead ecg	0.4606741573033708
valve	0.4550561797752809
lower extremity	0.449438202247191
apnea  sleep	0.4438202247191011
myocardial infarction	0.43820224719101125
