copd nos	1.0
breath	0.9923076923076923
lung	0.9846153846153847
gas	0.9769230769230769
out  of	0.9692307692307692
lungs	0.9615384615384616
emphysema	0.9538461538461539
shortness of	0.9461538461538461
fev 1	0.9384615384615385
condition	0.9307692307692308
spirometry	0.9230769230769231
cough	0.9153846153846154
bronchitis  chronic	0.9076923076923077
common colds	0.9
lips	0.8923076923076924
pneumonia	0.8846153846153846
heart failure	0.8769230769230769
forced expiratory	0.8692307692307693
cor pulmonale	0.8615384615384616
volume	0.8538461538461538
chronic obstructive	0.8461538461538461
x ray	0.8384615384615385
syndrome	0.8307692307692308
airways	0.823076923076923
dyspnea	0.8153846153846154
stem	0.8076923076923077
asthma	0.8
pulmonary disease	0.7923076923076923
high resolution	0.7846153846153846
pulmonary	0.7769230769230769
heart	0.7692307692307693
airway	0.7615384615384615
bronchioles	0.7538461538461538
chronic cough	0.7461538461538462
blood pressure	0.7384615384615385
measured	0.7307692307692307
tuberculosis	0.7230769230769231
failure	0.7153846153846154
increased arterial	0.7076923076923077
deficiency	0.7
clubbing	0.6923076923076923
infectious diseases	0.6846153846153846
bronchiolitis	0.676923076923077
alveoli	0.6692307692307692
disease of	0.6615384615384615
muscle wasting	0.6538461538461539
pneumothorax	0.6461538461538462
lung diseases	0.6384615384615384
little nos	0.6307692307692307
hiv aids	0.6230769230769231
cxr	0.6153846153846154
pulmonary edema	0.6076923076923076
capillaries lungs	0.6
air trapping	0.5923076923076923
lung disease	0.5846153846153846
computed tomography	0.5769230769230769
infection	0.5692307692307692
lung alveolus	0.5615384615384615
lungs parts	0.5538461538461539
auscultation	0.5461538461538461
malnutrition	0.5384615384615384
bronchopulmonary disease	0.5307692307692308
diseases of	0.5230769230769231
colds	0.5153846153846153
weight	0.5076923076923077
carbon dioxide	0.5
arteries	0.49230769230769234
recurrent airway	0.4846153846153846
chronic respiratory	0.47692307692307695
index	0.46923076923076923
chest x	0.46153846153846156
wheezing	0.45384615384615384
osteoporosis	0.4461538461538462
bacterial infections	0.43846153846153846
pulmonary arterial	0.4307692307692308
respiratory disease	0.4230769230769231
tests	0.4153846153846154
muscle weakness	0.4076923076923077
congestive heart	0.4
bronchitis	0.3923076923076923
over weight	0.38461538461538464
swelling of	0.3769230769230769
vital capacity	0.36923076923076925
obstructive disease	0.36153846153846153
lung function	0.35384615384615387
legs	0.34615384615384615
ten	0.3384615384615385
ischaemic heart	0.33076923076923076
autopsy	0.3230769230769231
bullous emphysema	0.3153846153846154
wheeze	0.3076923076923077
right ventricle	0.3
neck veins	0.2923076923076923
finger nail	0.2846153846153846
muscles	0.27692307692307694
coughing	0.2692307692307692
obstruction	0.26153846153846155
scan	0.25384615384615383
measurement	0.24615384615384617
chest tightness	0.23846153846153847
tired	0.23076923076923078
