Word,TFIDF
study,0.00895337050264686
treatment,0.004866681187578406
risk,0.004417409939420358
group,0.004140113415925299
year,0.004008842768105621
show,0.003933540225945495
cell,0.003872484110680528
increase,0.003852640873219414
cancer,0.0036216452371336224
report,0.003450179313431173
result,0.0029647831970746863
effect,0.0029312023336789546
polyp,0.0028014580887408998
copd,0.002694101086066666
woman,0.0024758254739944093
compare,0.0024707374643889953
analysis,0.002466667056704664
follow,0.0024514030278884225
adenoma,0.0024376654019538048
rate,0.002346590030016896
datum,0.0023084299579762915
therapy,0.002246865041750783
blood,0.0022458474398297005
time,0.002217863386999924
mg,0.0021873353293674403
trial,0.0021613864803798296
factor,0.0021395080390765498
colonoscopy,0.002109997583365149
find,0.002092698350706742
fracture,0.001977200532663846
sle,0.0019268292375702483
reduce,0.001881037151121523
drug,0.001881037151121523
dose,0.0018555971030944536
number,0.0018220162396987215
lesion,0.001727379261038023
colon,0.0017065184216558259
crc,0.0016973600043660808
month,0.0016459711073514003
base,0.0016347774862194896
malaria,0.0016164606516399997
mutation,0.0016067934333897132
gene,0.0015915294045734717
difference,0.001488242809583569
population,0.001469925975004079
treat,0.0014668731692408306
bone,0.001465855567319748
exacerbation,0.0014393979173715956
table,0.0014348187087267232
tumor,0.0014032730491731569
decrease,0.0014012378453309912
reduction,0.0013798682049882527
health,0.0013605337684876799
history,0.0013590073656060556
pressure,0.0013289881089341138
figure,0.0013071096676308337
receive,0.0012597911783004845
placebo,0.0012363863341155806
observe,0.0012002614659171417
activity,0.0011870326409430655
combination,0.0011855062380614415
mm,0.0011849974371009
event,0.0011839798351798172
evidence,0.001168207005403034
osteoporosis,0.0011310645352835126
antibody,0.0010929044632429082
apc,0.001091378060361284
review,0.0010857812497953288
family,0.0010801844392293735
incidence,0.0010786580363477494
provide,0.0010689908180974627
expression,0.0010628852065709662
detect,0.0010496563815968899
tissue,0.0010455859739125588
mouse,0.001039480362386062
improve,0.001036936357583355
lupus,0.001033883551820107
give,0.0010033554941876234
screening,9.763890432789296E-4
model,9.484049904491532E-4
hypertension,9.402641750804909E-4
development,9.321233597118286E-4
fap,9.163505299350454E-4
ci,8.929456857501415E-4
efficacy,8.522416089068301E-4
life,8.486800021830404E-4
size,8.451183954592507E-4
bp,8.354511772089643E-4
role,8.181519445505569E-4
bmd,8.11537532063519E-4
cd,8.008527118921497E-4
intervention,7.901678917207805E-4
cost,7.860974840364494E-4
procedure,7.799918725099526E-4
accord,7.72868659062373E-4
agent,7.667630475358766E-4
baseline,7.657454456147937E-4
bowel,7.626926398515454E-4
benefit,7.586222321672142E-4
prevalence,7.448846062325966E-4
dna,7.224973639687755E-4
estimate,7.184269562844442E-4
recommend,7.10286140915782E-4
detection,7.041805293892853E-4
quality,6.929869082573748E-4
sp,6.441420160454012E-4
end,6.415980112426942E-4
carcinoma,6.405804093216115E-4
guideline,6.390540064399872E-4
improvement,6.339659968345733E-4
receptor,6.304043901107836E-4
fig,6.227723757026628E-4
tumour,6.212459728210385E-4
grade,6.04964342083714E-4
man,6.0343793920209E-4
experience,5.998763324783002E-4
mechanism,5.993675315177588E-4
biopsy,5.978411286361346E-4
site,5.897003132674724E-4
randomize,5.897003132674724E-4
index,5.891915123069309E-4
approach,5.846123036620584E-4
smoking,5.846123036620584E-4
mmhg,5.84103502701517E-4
frequency,5.774890902144789E-4
target,5.713834786879823E-4
fev,5.647690662009442E-4
design,5.571370517928233E-4
regard,5.571370517928233E-4
visit,5.535754450690335E-4
prevent,5.530666441084922E-4
achieve,5.433994258582058E-4
polyposis,5.433994258582058E-4
prevention,5.378026152922504E-4
line,5.352586104895435E-4
conduct,5.250825912787156E-4
acid,5.215209845549259E-4
hip,5.205033826338432E-4
inhibitor,5.194857807127604E-4
physician,5.174505768705947E-4
mucosa,5.169417759100535E-4
act,5.026953490148944E-4
resection,5.02186548054353E-4
screen,4.996425432516462E-4
pathway,4.976073394094805E-4
ic,4.909929269224424E-4
administration,4.904841259619011E-4
part,4.874313201986528E-4
interval,4.7725530098782494E-4
bleeding,4.762376990667421E-4
calcium,4.716584904218696E-4
spleen,4.6504407793483156E-4
manifestation,4.6453527697429015E-4
safety,4.60464869289959E-4
tiotropium,4.5639446160562785E-4
surveillance,4.533416558423795E-4
country,4.497800491185898E-4
contribute,4.4316563663155165E-4
proportion,4.380776270261378E-4
oxygen,4.3604242318397217E-4
inflammation,4.309544135785583E-4
regimen,4.309544135785583E-4
limitation,4.299368116574755E-4
blocker,4.238312001309788E-4
ra,4.187431905255649E-4
asthma,4.172167876439407E-4
express,4.151815838017752E-4
airway,4.1416398188069237E-4
pad,4.1365518092015095E-4
nephritis,4.0704076843311294E-4
publish,4.0500556459094735E-4
produce,4.01952758827699E-4
program,4.009351569066163E-4
capacity,3.983911521039093E-4
degree,3.963559482617437E-4
observation,3.90250336735247E-4
activation,3.892327348141642E-4
phenotype,3.892327348141642E-4
impact,3.882151328930815E-4
component,3.8719753097199867E-4
administer,3.8668873001145726E-4
preparation,3.795655165638778E-4
density,3.7905671560333636E-4
vitamin,3.765127108006294E-4
carry,3.765127108006294E-4
dsdna,3.754951088795467E-4
reason,3.734599050373811E-4
percentage,3.7040709927413276E-4
class,3.7040709927413276E-4
bisphosphonate,3.6888069639250863E-4
profile,3.6888069639250863E-4
dysplasium,3.683718954319672E-4
formation,3.683718954319672E-4
appendectomy,3.632838858265533E-4
appendicitis,3.622662839054705E-4
majority,3.617574829449291E-4
continue,3.55143070457891E-4
adenocarcinoma,3.55143070457891E-4
aspirin,3.5361666757626685E-4
neoplasium,3.5310786661572544E-4
dyspnea,3.510726627735599E-4
enhance,3.500550608524771E-4
participate,3.500550608524771E-4
intake,3.4801985701031154E-4
action,3.449670512470632E-4
clinic,3.444582502865218E-4
approve,3.444582502865218E-4
add,3.4089664356273206E-4
account,3.3733503683894235E-4
bronchodilator,3.363174349178596E-4
concern,3.34282231075694E-4
breast,3.3122942531244563E-4
amlodipine,3.3021182339136286E-4
effectiveness,3.2970302243082145E-4
select,3.281766195491973E-4
falciparum,3.266502166675731E-4
total,3.2512381378594897E-4
usa,3.2410621186486615E-4
ana,3.2105340610161785E-4
meta,3.174917993778281E-4
recommendation,3.164741974567453E-4
corticosteroid,3.1342139169349695E-4
reaction,3.124037897724142E-4
staining,3.113861878513314E-4
classification,3.113861878513314E-4
endoscopy,3.0935098400916583E-4
ca,3.08333382088083E-4
questionnaire,3.0782458112754165E-4
fact,3.068069792064588E-4
appendix,3.052805763248347E-4
reach,3.047717753642933E-4
erythematosus,3.042629744037519E-4
combine,3.0273657152212776E-4
maintain,3.0222777056158635E-4
explain,3.012101686405036E-4
inhibit,3.001925667194208E-4
remove,2.99174964798338E-4
female,2.99174964798338E-4
malignancy,2.956133580745482E-4
tnf,2.9510455711400686E-4
option,2.940869551929241E-4
production,2.935781542323827E-4
play,2.935781542323827E-4
apoptosis,2.920517513507585E-4
knowledge,2.920517513507585E-4
vivax,2.9154295039021715E-4
agonist,2.9103414942967574E-4
catenin,2.905253484691344E-4
ctc,2.905253484691344E-4
arm,2.889989455875102E-4
spine,2.84928537903179E-4
expect,2.8391093598209626E-4
product,2.8391093598209626E-4
recurrence,2.8340213502155484E-4
smoker,2.823845331004721E-4
consent,2.813669311793893E-4
complement,2.7984052829776513E-4
depend,2.747525186923512E-4
surface,2.7220851388964424E-4
occurrence,2.716997129291029E-4
complete,2.7119091196856147E-4
complex,2.6762930524477176E-4
proliferation,2.6508530044206475E-4
adherence,2.6152369371827504E-4
compliance,2.5999729083665086E-4
diet,2.5999729083665086E-4
gender,2.5643568411286115E-4
colleague,2.5643568411286115E-4
rr,2.554180821917784E-4
antigen,2.5490928123123697E-4
survey,2.5236527642853E-4
beta,2.513476745074472E-4
monotherapy,2.5083887354690584E-4
ifn,2.5083887354690584E-4
indication,2.4931247066528167E-4
activate,2.4727726682311613E-4
advance,2.467684658625747E-4
autoantibody,2.4524206298095054E-4
enzyme,2.4524206298095054E-4
endpoint,2.437156600993264E-4
fall,2.4320685913878498E-4
significance,2.4320685913878498E-4
tolerate,2.4269805817824357E-4
exon,2.4218925721770218E-4
cycle,2.40662854336078E-4
cytokine,2.40662854336078E-4
field,2.4015405337553662E-4
derive,2.3913645145445383E-4
release,2.3811884953337106E-4
angiotensin,2.3811884953337106E-4
operation,2.371012476122883E-4
diameter,2.3659244665174688E-4
pouch,2.3506604377012273E-4
germline,2.3455724280958132E-4
estrogen,2.3353964088849855E-4
dosing,2.3252203896741578E-4
prolactin,2.3150443704633296E-4
half,2.3099563608579158E-4
pulse,2.299780341647088E-4
return,2.2641642744091907E-4
possibility,2.2641642744091907E-4
bind,2.2539882551983627E-4
anc,2.248900245592949E-4
tbus,2.233636216776707E-4
cox,2.228548207171293E-4
conclusion,2.2132841783550517E-4
offer,2.2081961687496376E-4
fix,2.2081961687496376E-4
subgroup,2.2081961687496376E-4
chromosome,2.2031081591442238E-4
search,2.1929321399333958E-4
emphysema,2.1929321399333958E-4
hg,2.187844130327982E-4
methylation,2.182756120722568E-4
inhale,2.1776681111171543E-4
infusion,2.1776681111171543E-4
igg,2.1573160726954984E-4
date,2.1471400534846708E-4
arthritis,2.1318760246684287E-4
parasite,2.126788015063015E-4
polypectomy,2.126788015063015E-4
proteinurium,2.0809959286142898E-4
confidence,2.0809959286142898E-4
society,2.075907919008876E-4
salmeterol,2.0708199094034618E-4
uk,2.0708199094034618E-4
fit,2.0708199094034618E-4
sputum,2.0708199094034618E-4
address,2.0657318997980483E-4
rehabilitation,2.0606438901926341E-4
stop,2.0504678709818065E-4
walk,2.0402918517709785E-4
map,2.0402918517709785E-4
colitis,2.0352038421655647E-4
maintenance,2.0250278229547367E-4
inhibition,2.014851803743909E-4
access,2.014851803743909E-4
abus,2.014851803743909E-4
lower,2.014851803743909E-4
splenectomy,2.009763794138495E-4
bias,2.009763794138495E-4
conclude,2.0046757845330814E-4
database,1.9995877749276673E-4
strength,1.9995877749276673E-4
stain,1.9995877749276673E-4
rectum,1.9944997653222532E-4
intestine,1.948707678873528E-4
ace,1.948707678873528E-4
advantage,1.948707678873528E-4
device,1.9334436500572863E-4
arb,1.9283556404518724E-4
deletion,1.9232676308464586E-4
hyperinflation,1.897827582819389E-4
block,1.8927395732139753E-4
force,1.8723875347923194E-4
cabergoline,1.8672995251869056E-4
lymphocyte,1.8672995251869056E-4
modify,1.8622115155814915E-4
paper,1.8622115155814915E-4
world,1.857123505976078E-4
remission,1.857123505976078E-4
label,1.8469474867652497E-4
divide,1.841859477159836E-4
neoplasm,1.836771467554422E-4
incision,1.836771467554422E-4
anemia,1.8265954483435943E-4
tbi,1.8215074387381802E-4
sbp,1.8215074387381802E-4
chemoprophylaxi,1.8215074387381802E-4
publication,1.8113314195273525E-4
promote,1.7960673907111105E-4
selection,1.790979381105697E-4
mediate,1.7858913715002828E-4
chloroquine,1.7858913715002828E-4
generate,1.7808033618948692E-4
odds,1.7706273426840413E-4
rat,1.7706273426840413E-4
step,1.7655393330786272E-4
morning,1.7604513234732133E-4
attend,1.7604513234732133E-4
assume,1.7502753042623854E-4
allele,1.7400992850515577E-4
enrol,1.7350112754461436E-4
transfusion,1.72992326584073E-4
probe,1.72992326584073E-4
colectomy,1.719747246629902E-4
compound,1.7146592370244882E-4
node,1.7146592370244882E-4
trend,1.7146592370244882E-4
panel,1.7095712274190741E-4
uptake,1.7044832178136603E-4
distance,1.6993952082082462E-4
invasion,1.6993952082082462E-4
antagonist,1.6993952082082462E-4
africa,1.6993952082082462E-4
regulate,1.6892191889974185E-4
spirometry,1.6841311793920047E-4
gi,1.6841311793920047E-4
trimester,1.673955160181177E-4
rituximab,1.673955160181177E-4
layer,1.673955160181177E-4
anastomosis,1.6688671505757632E-4
arise,1.6688671505757632E-4
facility,1.663779140970349E-4
attribute,1.663779140970349E-4
molecule,1.653603121759521E-4
induction,1.6434271025486934E-4
la,1.6434271025486934E-4
adhesion,1.6383390929432796E-4
polymorphism,1.6332510833378655E-4
article,1.6281630737324516E-4
committee,1.6281630737324516E-4
detail,1.617987054521624E-4
software,1.61289904491621E-4
turnover,1.607811035310796E-4
port,1.607811035310796E-4
summary,1.607811035310796E-4
tlr,1.607811035310796E-4
investigator,1.597635016099968E-4
fatigue,1.5925470064945542E-4
travel,1.5925470064945542E-4
solution,1.5874589968891404E-4
withdrawal,1.5823709872837266E-4
lymph,1.5772829776783124E-4
stool,1.5721949680728986E-4
decade,1.5671069584674848E-4
airflow,1.562018948862071E-4
instability,1.556930939256657E-4
bleed,1.556930939256657E-4
signaling,1.556930939256657E-4
icp,1.556930939256657E-4
lynch,1.551842929651243E-4
dosage,1.5467549200458291E-4
doxycycline,1.5467549200458291E-4
quinine,1.541666910440415E-4
property,1.5314908912295874E-4
removal,1.5264028816241735E-4
respect,1.5213148720187594E-4
intussusception,1.5213148720187594E-4
hydrochlorothiazide,1.5213148720187594E-4
registry,1.5213148720187594E-4
american,1.5162268624133456E-4
experiment,1.5162268624133456E-4
ab,1.5111388528079317E-4
grow,1.506050843202518E-4
resorption,1.500962833597104E-4
cessation,1.485698804780862E-4
gold,1.4806107951754482E-4
elisa,1.4704347759646205E-4
tolerance,1.4602587567537925E-4
dc,1.4500827375429649E-4
summarize,1.439906718332137E-4
ae,1.439906718332137E-4
snp,1.4144666703050674E-4
round,1.4144666703050674E-4
mention,1.4144666703050674E-4
dbp,1.4144666703050674E-4
claudication,1.4093786606996536E-4
supplementation,1.4042906510942395E-4
breathing,1.3992026414888257E-4
histology,1.389026622277998E-4
choose,1.389026622277998E-4
potential,1.383938612672584E-4
channel,1.383938612672584E-4
introduce,1.37885060306717E-4
extension,1.37885060306717E-4
macrophage,1.373762593461756E-4
differentiation,1.368674583856342E-4
transcription,1.3635865742509282E-4
accept,1.3584985646455144E-4
akt,1.3483225454346867E-4
consideration,1.3483225454346867E-4
menopause,1.3432345358292726E-4
regulation,1.3381465262238588E-4
gallbladder,1.3381465262238588E-4
success,1.333058516618445E-4
supplement,1.333058516618445E-4
heterogeneity,1.333058516618445E-4
consumption,1.322882497407617E-4
subset,1.317794487802203E-4
explore,1.317794487802203E-4
background,1.317794487802203E-4
generation,1.312706478196789E-4
kinase,1.312706478196789E-4
coagulation,1.3076184685913752E-4
hp,1.3076184685913752E-4
sessile,1.3025304589859614E-4
programme,1.2974424493805475E-4
nf,1.2974424493805475E-4
azithromycin,1.2923544397751337E-4
correspond,1.2923544397751337E-4
ln,1.2872664301697196E-4
cigarette,1.2821784205643057E-4
intubation,1.2720024013534778E-4
promoter,1.26182638214265E-4
embolization,1.26182638214265E-4
college,1.256738372537236E-4
attenuate,1.256738372537236E-4
nm,1.2516503629318222E-4
tolerability,1.2465623533264083E-4
mineral,1.2414743437209945E-4
dopamine,1.2363863341155807E-4
nsaid,1.2312983245101665E-4
slide,1.2312983245101665E-4
rct,1.2312983245101665E-4
stimulate,1.2312983245101665E-4
smoke,1.2312983245101665E-4
cc,1.2312983245101665E-4
breathlessness,1.2262103149047527E-4
anaemia,1.2262103149047527E-4
ensure,1.2262103149047527E-4
mode,1.221122305299339E-4
implementation,1.221122305299339E-4
policy,1.221122305299339E-4
sm,1.2109462860885109E-4
ssa,1.2007702668776831E-4
face,1.1956822572722691E-4
stem,1.1905942476668553E-4
alternative,1.1855062380614415E-4
glucocorticoid,1.1855062380614415E-4
assign,1.1753302188506136E-4
sigmoidoscopy,1.1753302188506136E-4
epithelium,1.1753302188506136E-4
discontinuation,1.1651541996397857E-4
stomach,1.1600661900343719E-4
light,1.1600661900343719E-4
protection,1.1600661900343719E-4
abi,1.1549781804289579E-4
fvc,1.1549781804289579E-4
lymphoma,1.1448021612181299E-4
phenomenon,1.1448021612181299E-4
bar,1.1397141516127161E-4
convert,1.1346261420073023E-4
carcinogenesis,1.1295381324018884E-4
ebv,1.1295381324018884E-4
kit,1.1244501227964744E-4
insertion,1.1244501227964744E-4
cover,1.1193621131910606E-4
pr,1.1193621131910606E-4
cyclophosphamide,1.1193621131910606E-4
metastasis,1.1193621131910606E-4
sequencing,1.1142741035856465E-4
traveller,1.1091860939802327E-4
rank,1.1040980843748188E-4
uc,1.0990100747694048E-4
fold,1.0990100747694048E-4
bronchitis,1.0888340555585772E-4
discontinue,1.083746045953163E-4
bile,1.0786580363477492E-4
specialist,1.0735700267423354E-4
explanation,1.0735700267423354E-4
hyperprolactinemia,1.0735700267423354E-4
brazil,1.0684820171369214E-4
tablet,1.0684820171369214E-4
project,1.0684820171369214E-4
agree,1.0633940075315076E-4
board,1.0633940075315076E-4
ro,1.0532179883206796E-4
relative,1.0532179883206796E-4
implement,1.0481299787152658E-4
capsule,1.0430419691098518E-4
wnt,1.0430419691098518E-4
user,1.037953959504438E-4
responder,1.0226899306881962E-4
positivity,1.0226899306881962E-4
april,1.0226899306881962E-4
depth,1.0176019210827823E-4
atenolol,1.0125139114773684E-4
revise,1.0074259018719545E-4
undertake,1.0074259018719545E-4
europe,1.0074259018719545E-4
cecum,1.0074259018719545E-4
stat,1.0074259018719545E-4
plasmodium,1.0023378922665407E-4
nifedipine,9.870738634502988E-5
preference,9.870738634502988E-5
direct,9.819858538448849E-5
tip,9.819858538448849E-5
inherit,9.768978442394711E-5
microsatellite,9.718098346340573E-5
fibrinogen,9.718098346340573E-5
mmr,9.667218250286431E-5
turn,9.667218250286431E-5
rankl,9.565458058178153E-5
ibd,9.565458058178153E-5
loop,9.565458058178153E-5
schedule,9.565458058178153E-5
ppar,9.514577962124015E-5
fragility,9.514577962124015E-5
discussion,9.514577962124015E-5
minimize,9.514577962124015E-5
advice,9.463697866069877E-5
treg,9.463697866069877E-5
entry,9.463697866069877E-5
stump,9.463697866069877E-5
margin,9.412817770015735E-5
manner,9.412817770015735E-5
glomerulonephritis,9.412817770015735E-5
incubate,9.412817770015735E-5
acr,9.311057577907457E-5
secrete,9.311057577907457E-5
medium,9.311057577907457E-5
leukocyte,9.260177481853319E-5
ligand,9.260177481853319E-5
bromocriptine,9.260177481853319E-5
pit,9.20929738579918E-5
pj,9.20929738579918E-5
budesonide,9.20929738579918E-5
protect,9.158417289745041E-5
prophylactic,9.056657097636763E-5
discomfort,9.056657097636763E-5
gsk,9.056657097636763E-5
hazard,9.005777001582623E-5
msus,9.005777001582623E-5
clip,9.005777001582623E-5
osteoclast,8.954896905528485E-5
kw,8.954896905528485E-5
suppressor,8.954896905528485E-5
haemorrhage,8.904016809474346E-5
favor,8.904016809474346E-5
wash,8.904016809474346E-5
participation,8.853136713420206E-5
fast,8.853136713420206E-5
formulation,8.853136713420206E-5
vector,8.802256617366067E-5
thrombocytopenia,8.802256617366067E-5
buffer,8.751376521311927E-5
pyrimethamine,8.751376521311927E-5
drop,8.751376521311927E-5
renin,8.751376521311927E-5
losartan,8.751376521311927E-5
occult,8.700496425257789E-5
korea,8.700496425257789E-5
cyc,8.700496425257789E-5
canada,8.64961632920365E-5
doc,8.64961632920365E-5
ankle,8.64961632920365E-5
tgf,8.64961632920365E-5
transformation,8.59873623314951E-5
infliximab,8.547856137095371E-5
ramipril,8.496976041041231E-5
insert,8.496976041041231E-5
suppression,8.496976041041231E-5
recruitment,8.496976041041231E-5
ipratropium,8.446095944987093E-5
blockade,8.446095944987093E-5
statistics,8.446095944987093E-5
accordance,8.395215848932954E-5
fulfil,8.395215848932954E-5
run,8.344335752878816E-5
sf,8.344335752878816E-5
ileum,8.344335752878816E-5
fluticasone,8.293455656824676E-5
equipment,8.293455656824676E-5
progesterone,8.293455656824676E-5
house,8.293455656824676E-5
ileostomy,8.242575560770536E-5
sibling,8.242575560770536E-5
deprivation,8.242575560770536E-5
register,8.191695464716398E-5
update,8.191695464716398E-5
pilot,8.191695464716398E-5
inhalation,8.191695464716398E-5
suppress,8.140815368662258E-5
randomization,8.140815368662258E-5
qol,8.140815368662258E-5
dt,8.140815368662258E-5
check,8.140815368662258E-5
prepare,8.140815368662258E-5
endoscope,8.08993527260812E-5
exception,8.03905517655398E-5
traveler,8.03905517655398E-5
artemisinin,7.98817508049984E-5
prefer,7.98817508049984E-5
mismatch,7.98817508049984E-5
persistence,7.937294984445702E-5
flare,7.937294984445702E-5
approval,7.937294984445702E-5
calculation,7.886414888391562E-5
osteopenia,7.886414888391562E-5
synthesis,7.835534792337424E-5
fisher,7.835534792337424E-5
proband,7.835534792337424E-5
sa,7.835534792337424E-5
rheumatology,7.835534792337424E-5
zone,7.835534792337424E-5
determinant,7.784654696283285E-5
gfp,7.784654696283285E-5
msi,7.784654696283285E-5
inhaler,7.733774600229146E-5
opportunity,7.733774600229146E-5
microscopy,7.733774600229146E-5
estimation,7.733774600229146E-5
pair,7.733774600229146E-5
transition,7.682894504175006E-5
dyspnoea,7.682894504175006E-5
